Experiment	CLAMPoints-dat	
Date	04.05.2016 18:50:04	
User		
X (m)	-2.000000E-7	
Y (m)	-2.000000E-7	
Tip Information	Tip  (  )	
Sample material		
CLAM Mode	0	
Pass Energy (eV)	100.000000	
Retarding Ratio	10.000000	
Focus Mode	1	
Focus (%)	0.600000	
Channeltron front (V)	200.000000	
Channeltron rear (V)	3600.000000	
Integration Time (ms)	100.000000	

[DATA]
Energy (eV)	Current (A)	Counter 2 (cps)	Bias (V)	Z (m)
35.4000E+0	-49.4237E-9	50.0000E+0	-85.4000E+0	-187.000E-9
35.2000E+0	-49.4239E-9	0.00000E+0	-85.4000E+0	-187.000E-9
35.0000E+0	-49.4235E-9	200.000E+0	-85.4000E+0	-187.000E-9
34.8000E+0	-49.4235E-9	150.000E+0	-85.4000E+0	-187.000E-9
34.6000E+0	-49.4235E-9	100.000E+0	-85.4000E+0	-187.000E-9
34.4000E+0	-49.4235E-9	100.000E+0	-85.4000E+0	-187.000E-9
34.2000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
34.0000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
33.8000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
33.6000E+0	-49.4236E-9	100.000E+0	-85.4000E+0	-187.000E-9
33.4000E+0	-49.4235E-9	100.000E+0	-85.4000E+0	-187.000E-9
33.2000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
33.0000E+0	-49.4237E-9	50.0000E+0	-85.4000E+0	-187.000E-9
32.8000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
32.6000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
32.4000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
32.2000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
32.0000E+0	-49.4236E-9	100.000E+0	-85.4000E+0	-187.000E-9
31.8000E+0	-49.4234E-9	50.0000E+0	-85.4000E+0	-187.000E-9
31.6000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
31.4000E+0	-49.4239E-9	150.000E+0	-85.4000E+0	-187.000E-9
31.2000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
31.0000E+0	-49.4236E-9	100.000E+0	-85.4000E+0	-187.000E-9
30.8000E+0	-49.4237E-9	100.000E+0	-85.4000E+0	-187.000E-9
30.6000E+0	-49.4237E-9	150.000E+0	-85.4000E+0	-187.000E-9
30.4000E+0	-49.4240E-9	50.0000E+0	-85.4000E+0	-187.000E-9
30.2000E+0	-49.4236E-9	200.000E+0	-85.4000E+0	-187.000E-9
30.0000E+0	-49.4238E-9	50.0000E+0	-85.4000E+0	-187.000E-9
29.8000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
29.6000E+0	-49.4239E-9	50.0000E+0	-85.4000E+0	-187.000E-9
29.4000E+0	-49.4238E-9	100.000E+0	-85.4000E+0	-187.000E-9
29.2000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
29.0000E+0	-49.4238E-9	100.000E+0	-85.4000E+0	-187.000E-9
28.8000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
28.6000E+0	-49.4239E-9	150.000E+0	-85.4000E+0	-187.000E-9
28.4000E+0	-49.4236E-9	150.000E+0	-85.4000E+0	-187.000E-9
28.2000E+0	-49.4236E-9	250.000E+0	-85.4000E+0	-187.000E-9
28.0000E+0	-49.4237E-9	300.000E+0	-85.4000E+0	-187.000E-9
27.8000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
27.6000E+0	-49.4237E-9	250.000E+0	-85.4000E+0	-187.000E-9
27.4000E+0	-49.4239E-9	100.000E+0	-85.4000E+0	-187.000E-9
27.2000E+0	-49.4236E-9	300.000E+0	-85.4000E+0	-187.000E-9
27.0000E+0	-49.4238E-9	100.000E+0	-85.4000E+0	-187.000E-9
26.8000E+0	-49.4237E-9	50.0000E+0	-85.4000E+0	-187.000E-9
26.6000E+0	-49.4237E-9	100.000E+0	-85.4000E+0	-187.000E-9
26.4000E+0	-49.4238E-9	200.000E+0	-85.4000E+0	-187.000E-9
26.2000E+0	-49.4236E-9	200.000E+0	-85.4000E+0	-187.000E-9
26.0000E+0	-49.4237E-9	200.000E+0	-85.4000E+0	-187.000E-9
25.8000E+0	-49.4238E-9	250.000E+0	-85.4000E+0	-187.000E-9
25.6000E+0	-49.4236E-9	300.000E+0	-85.4000E+0	-187.000E-9
25.4000E+0	-49.4239E-9	450.000E+0	-85.4000E+0	-187.000E-9
25.2000E+0	-49.4238E-9	100.000E+0	-85.4000E+0	-187.000E-9
25.0000E+0	-49.4236E-9	100.000E+0	-85.4000E+0	-187.000E-9
24.8000E+0	-49.4237E-9	300.000E+0	-85.4000E+0	-187.000E-9
24.6000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
24.4000E+0	-49.4237E-9	150.000E+0	-85.4000E+0	-187.000E-9
24.2000E+0	-49.4237E-9	50.0000E+0	-85.4000E+0	-187.000E-9
24.0000E+0	-49.4237E-9	200.000E+0	-85.4000E+0	-187.000E-9
23.8000E+0	-49.4235E-9	150.000E+0	-85.4000E+0	-187.000E-9
23.6000E+0	-49.4237E-9	150.000E+0	-85.4000E+0	-187.000E-9
23.4000E+0	-49.4236E-9	150.000E+0	-85.4000E+0	-187.000E-9
23.2000E+0	-49.4235E-9	200.000E+0	-85.4000E+0	-187.000E-9
23.0000E+0	-49.4237E-9	250.000E+0	-85.4000E+0	-187.000E-9
22.8000E+0	-49.4237E-9	300.000E+0	-85.4000E+0	-187.000E-9
22.6000E+0	-49.4236E-9	250.000E+0	-85.4000E+0	-187.000E-9
22.4000E+0	-49.4235E-9	200.000E+0	-85.4000E+0	-187.000E-9
22.2000E+0	-49.4237E-9	500.000E+0	-85.4000E+0	-187.000E-9
22.0000E+0	-49.4237E-9	400.000E+0	-85.4000E+0	-187.000E-9
21.8000E+0	-49.4237E-9	200.000E+0	-85.4000E+0	-187.000E-9
21.6000E+0	-49.4238E-9	50.0000E+0	-85.4000E+0	-187.000E-9
21.4000E+0	-49.4237E-9	300.000E+0	-85.4000E+0	-187.000E-9
21.2000E+0	-49.4236E-9	250.000E+0	-85.4000E+0	-187.000E-9
21.0000E+0	-49.4236E-9	250.000E+0	-85.4000E+0	-187.000E-9
20.8000E+0	-49.4238E-9	350.000E+0	-85.4000E+0	-187.000E-9
20.6000E+0	-49.4238E-9	200.000E+0	-85.4000E+0	-187.000E-9
20.4000E+0	-49.4236E-9	300.000E+0	-85.4000E+0	-187.000E-9
20.2000E+0	-49.4238E-9	400.000E+0	-85.4000E+0	-187.000E-9
20.0000E+0	-49.4237E-9	500.000E+0	-85.4000E+0	-187.000E-9
19.8000E+0	-49.4237E-9	300.000E+0	-85.4000E+0	-187.000E-9
19.6000E+0	-49.4238E-9	150.000E+0	-85.4000E+0	-187.000E-9
19.4000E+0	-49.4235E-9	350.000E+0	-85.4000E+0	-187.000E-9
19.2000E+0	-49.4236E-9	200.000E+0	-85.4000E+0	-187.000E-9
19.0000E+0	-49.4236E-9	400.000E+0	-85.4000E+0	-187.000E-9
18.8000E+0	-49.4235E-9	200.000E+0	-85.4000E+0	-187.000E-9
18.6000E+0	-49.4234E-9	500.000E+0	-85.4000E+0	-187.000E-9
18.4000E+0	-49.4233E-9	150.000E+0	-85.4000E+0	-187.000E-9
18.2000E+0	-49.4236E-9	400.000E+0	-85.4000E+0	-187.000E-9
18.0000E+0	-49.4236E-9	550.000E+0	-85.4000E+0	-187.000E-9
17.8000E+0	-49.4238E-9	200.000E+0	-85.4000E+0	-187.000E-9
17.6000E+0	-49.4236E-9	250.000E+0	-85.4000E+0	-187.000E-9
17.4000E+0	-49.4236E-9	350.000E+0	-85.4000E+0	-187.000E-9
17.2000E+0	-49.4237E-9	250.000E+0	-85.4000E+0	-187.000E-9
17.0000E+0	-49.4237E-9	300.000E+0	-85.4000E+0	-187.000E-9
16.8000E+0	-49.4234E-9	350.000E+0	-85.4000E+0	-187.000E-9
16.6000E+0	-49.4236E-9	300.000E+0	-85.4000E+0	-187.000E-9
16.4000E+0	-49.4237E-9	300.000E+0	-85.4000E+0	-187.000E-9
16.2000E+0	-49.4235E-9	200.000E+0	-85.4000E+0	-187.000E-9
16.0000E+0	-49.4235E-9	800.000E+0	-85.4000E+0	-187.000E-9
15.8000E+0	-49.4235E-9	600.000E+0	-85.4000E+0	-187.000E-9
15.6000E+0	-49.4237E-9	200.000E+0	-85.4000E+0	-187.000E-9
15.4000E+0	-49.4235E-9	100.000E+0	-85.4000E+0	-187.000E-9
15.2000E+0	-49.4237E-9	650.000E+0	-85.4000E+0	-187.000E-9
15.0000E+0	-49.4238E-9	650.000E+0	-85.4000E+0	-187.000E-9
14.8000E+0	-49.4236E-9	250.000E+0	-85.4000E+0	-187.000E-9
14.6000E+0	-49.4237E-9	300.000E+0	-85.4000E+0	-187.000E-9
14.4000E+0	-49.4236E-9	650.000E+0	-85.4000E+0	-187.000E-9
14.2000E+0	-49.4236E-9	400.000E+0	-85.4000E+0	-187.000E-9
14.0000E+0	-49.4238E-9	200.000E+0	-85.4000E+0	-187.000E-9
13.8000E+0	-49.4238E-9	650.000E+0	-85.4000E+0	-187.000E-9
13.6000E+0	-49.4238E-9	800.000E+0	-85.4000E+0	-187.000E-9
13.4000E+0	-49.4237E-9	750.000E+0	-85.4000E+0	-187.000E-9
13.2000E+0	-49.4236E-9	550.000E+0	-85.4000E+0	-187.000E-9
13.0000E+0	-49.4235E-9	400.000E+0	-85.4000E+0	-187.000E-9
12.8000E+0	-49.4237E-9	300.000E+0	-85.4000E+0	-187.000E-9
12.6000E+0	-49.4238E-9	350.000E+0	-85.4000E+0	-187.000E-9
12.4000E+0	-49.4239E-9	700.000E+0	-85.4000E+0	-187.000E-9
12.2000E+0	-49.4238E-9	300.000E+0	-85.4000E+0	-187.000E-9
12.0000E+0	-49.4241E-9	400.000E+0	-85.4000E+0	-187.000E-9
11.8000E+0	-49.4240E-9	250.000E+0	-85.4000E+0	-187.000E-9
11.6000E+0	-49.4239E-9	250.000E+0	-85.4000E+0	-187.000E-9
11.4000E+0	-49.4239E-9	200.000E+0	-85.4000E+0	-187.000E-9
11.2000E+0	-49.4239E-9	450.000E+0	-85.4000E+0	-187.000E-9
11.0000E+0	-49.4237E-9	800.000E+0	-85.4000E+0	-187.000E-9
10.8000E+0	-49.4239E-9	300.000E+0	-85.4000E+0	-187.000E-9
10.6000E+0	-49.4240E-9	600.000E+0	-85.4000E+0	-187.000E-9
10.4000E+0	-49.4239E-9	650.000E+0	-85.4000E+0	-187.000E-9
10.2000E+0	-49.4236E-9	400.000E+0	-85.4000E+0	-187.000E-9
10.0000E+0	-49.4235E-9	550.000E+0	-85.4000E+0	-187.000E-9
9.80000E+0	-49.4236E-9	550.000E+0	-85.4000E+0	-187.000E-9
9.60000E+0	-49.4237E-9	400.000E+0	-85.4000E+0	-187.000E-9
9.40000E+0	-49.4236E-9	350.000E+0	-85.4000E+0	-187.000E-9
9.20000E+0	-49.4236E-9	250.000E+0	-85.4000E+0	-187.000E-9
9.00000E+0	-49.4238E-9	300.000E+0	-85.4000E+0	-187.000E-9
8.80000E+0	-49.4237E-9	150.000E+0	-85.4000E+0	-187.000E-9
8.60000E+0	-49.4238E-9	350.000E+0	-85.4000E+0	-187.000E-9
8.40000E+0	-49.4238E-9	250.000E+0	-85.4000E+0	-187.000E-9
8.20000E+0	-49.4237E-9	150.000E+0	-85.4000E+0	-187.000E-9
8.00000E+0	-49.4235E-9	250.000E+0	-85.4000E+0	-187.000E-9
