Experiment	CLAMPoints-dat	
Date	14.06.2016 18:06:47	
User	Danilo	
X (m)	8.394886E-8	
Y (m)	-3.323447E-8	
Tip Information	Tip  (  )	
Sample material		
CLAM Mode	0	
Pass Energy (eV)	50.000000	
Retarding Ratio	10.000000	
Focus Mode	1	
Focus (%)	0.600000	
Channeltron front (V)	200.000000	
Channeltron rear (V)	3600.000000	
Integration Time (ms)	100.000000
loops	1

[DATA]
Energy (eV)	Current (A)	CLAM ctr (cp int.time)	Bias (V)	Z (m)
48.5000E+0	-401.217E-9	60.0000E+0	-99.4000E+0	-100.000E-9
48.2500E+0	-400.872E-9	59.0000E+0	-99.4000E+0	-100.000E-9
48.2500E+0	-401.003E-9	61.0000E+0	-99.4000E+0	-100.000E-9
48.0000E+0	-400.044E-9	63.0000E+0	-99.4000E+0	-100.000E-9
48.0000E+0	-400.535E-9	50.0000E+0	-99.4000E+0	-100.000E-9
47.7500E+0	-399.892E-9	56.0000E+0	-99.4000E+0	-100.000E-9
47.7500E+0	-399.907E-9	62.0000E+0	-99.4000E+0	-100.000E-9
47.5000E+0	-401.173E-9	54.0000E+0	-99.4000E+0	-100.000E-9
47.5000E+0	-398.974E-9	57.0000E+0	-99.4000E+0	-100.000E-9
47.2500E+0	-398.333E-9	61.0000E+0	-99.4000E+0	-100.000E-9
47.2500E+0	-398.179E-9	43.0000E+0	-99.4000E+0	-100.000E-9
47.0000E+0	-398.117E-9	48.0000E+0	-99.4000E+0	-100.000E-9
47.0000E+0	-400.887E-9	57.0000E+0	-99.4000E+0	-100.000E-9
46.7500E+0	-398.958E-9	48.0000E+0	-99.4000E+0	-100.000E-9
46.7500E+0	-398.586E-9	57.0000E+0	-99.4000E+0	-100.000E-9
46.5000E+0	-399.271E-9	65.0000E+0	-99.4000E+0	-100.000E-9
46.5000E+0	-399.338E-9	65.0000E+0	-99.4000E+0	-100.000E-9
46.2500E+0	-400.309E-9	65.0000E+0	-99.4000E+0	-100.000E-9
46.2500E+0	-399.451E-9	65.0000E+0	-99.4000E+0	-100.000E-9
46.0000E+0	-399.521E-9	51.0000E+0	-99.4000E+0	-100.000E-9
46.0000E+0	-399.475E-9	52.0000E+0	-99.4000E+0	-100.000E-9
45.7500E+0	-401.068E-9	55.0000E+0	-99.4000E+0	-100.000E-9
45.7500E+0	-401.347E-9	57.0000E+0	-99.4000E+0	-100.000E-9
45.5000E+0	-399.094E-9	61.0000E+0	-99.4000E+0	-100.000E-9
45.5000E+0	-400.487E-9	58.0000E+0	-99.4000E+0	-100.000E-9
45.2500E+0	-401.106E-9	49.0000E+0	-99.4000E+0	-100.000E-9
45.2500E+0	-397.880E-9	51.0000E+0	-99.4000E+0	-100.000E-9
45.0000E+0	-396.611E-9	58.0000E+0	-99.4000E+0	-100.000E-9
45.0000E+0	-396.933E-9	57.0000E+0	-99.4000E+0	-100.000E-9
44.7500E+0	-396.559E-9	53.0000E+0	-99.4000E+0	-100.000E-9
44.7500E+0	-398.297E-9	48.0000E+0	-99.4000E+0	-100.000E-9
44.5000E+0	-398.106E-9	69.0000E+0	-99.4000E+0	-100.000E-9
44.5000E+0	-396.147E-9	49.0000E+0	-99.4000E+0	-100.000E-9
44.2500E+0	-396.531E-9	55.0000E+0	-99.4000E+0	-100.000E-9
44.2500E+0	-396.282E-9	73.0000E+0	-99.4000E+0	-100.000E-9
44.0000E+0	-395.722E-9	49.0000E+0	-99.4000E+0	-100.000E-9
44.0000E+0	-397.232E-9	49.0000E+0	-99.4000E+0	-100.000E-9
43.7500E+0	-396.163E-9	73.0000E+0	-99.4000E+0	-100.000E-9
43.7500E+0	-395.724E-9	64.0000E+0	-99.4000E+0	-100.000E-9
43.5000E+0	-395.795E-9	51.0000E+0	-99.4000E+0	-100.000E-9
43.5000E+0	-396.201E-9	54.0000E+0	-99.4000E+0	-100.000E-9
43.2500E+0	-386.505E-9	45.0000E+0	-99.4000E+0	-100.000E-9
43.2500E+0	-386.830E-9	57.0000E+0	-99.4000E+0	-100.000E-9
43.0000E+0	-387.270E-9	56.0000E+0	-99.4000E+0	-100.000E-9
43.0000E+0	-386.877E-9	60.0000E+0	-99.4000E+0	-100.000E-9
42.7500E+0	-387.639E-9	49.0000E+0	-99.4000E+0	-100.000E-9
42.7500E+0	-386.717E-9	63.0000E+0	-99.4000E+0	-100.000E-9
42.5000E+0	-387.388E-9	67.0000E+0	-99.4000E+0	-100.000E-9
42.5000E+0	-386.988E-9	53.0000E+0	-99.4000E+0	-100.000E-9
42.2500E+0	-386.962E-9	48.0000E+0	-99.4000E+0	-100.000E-9
42.2500E+0	-386.909E-9	48.0000E+0	-99.4000E+0	-100.000E-9
42.0000E+0	-384.935E-9	71.0000E+0	-99.4000E+0	-100.000E-9
42.0000E+0	-386.262E-9	58.0000E+0	-99.4000E+0	-100.000E-9
41.7500E+0	-385.445E-9	52.0000E+0	-99.4000E+0	-100.000E-9
41.7500E+0	-386.118E-9	62.0000E+0	-99.4000E+0	-100.000E-9
41.5000E+0	-384.818E-9	59.0000E+0	-99.4000E+0	-100.000E-9
41.5000E+0	-386.179E-9	48.0000E+0	-99.4000E+0	-100.000E-9
41.2500E+0	-386.449E-9	57.0000E+0	-99.4000E+0	-100.000E-9
41.2500E+0	-386.241E-9	53.0000E+0	-99.4000E+0	-100.000E-9
41.0000E+0	-386.674E-9	56.0000E+0	-99.4000E+0	-100.000E-9
41.0000E+0	-386.481E-9	62.0000E+0	-99.4000E+0	-100.000E-9
40.7500E+0	-386.792E-9	50.0000E+0	-99.4000E+0	-100.000E-9
40.7500E+0	-387.056E-9	55.0000E+0	-99.4000E+0	-100.000E-9
40.5000E+0	-386.019E-9	52.0000E+0	-99.4000E+0	-100.000E-9
40.5000E+0	-387.179E-9	58.0000E+0	-99.4000E+0	-100.000E-9
40.2500E+0	-387.172E-9	48.0000E+0	-99.4000E+0	-100.000E-9
40.2500E+0	-386.779E-9	62.0000E+0	-99.4000E+0	-100.000E-9
40.0000E+0	-386.703E-9	55.0000E+0	-99.4000E+0	-100.000E-9
40.0000E+0	-386.632E-9	57.0000E+0	-99.4000E+0	-100.000E-9
39.7500E+0	-386.336E-9	47.0000E+0	-99.4000E+0	-100.000E-9
39.7500E+0	-385.826E-9	48.0000E+0	-99.4000E+0	-100.000E-9
39.5000E+0	-386.206E-9	59.0000E+0	-99.4000E+0	-100.000E-9
39.5000E+0	-385.302E-9	49.0000E+0	-99.4000E+0	-100.000E-9
39.2500E+0	-385.558E-9	52.0000E+0	-99.4000E+0	-100.000E-9
39.2500E+0	-385.727E-9	39.0000E+0	-99.4000E+0	-100.000E-9
39.0000E+0	-385.475E-9	40.0000E+0	-99.4000E+0	-100.000E-9
39.0000E+0	-385.695E-9	58.0000E+0	-99.4000E+0	-100.000E-9
38.7500E+0	-386.274E-9	47.0000E+0	-99.4000E+0	-100.000E-9
38.7500E+0	-384.516E-9	59.0000E+0	-99.4000E+0	-100.000E-9
38.5000E+0	-386.125E-9	57.0000E+0	-99.4000E+0	-100.000E-9
38.5000E+0	-384.184E-9	41.0000E+0	-99.4000E+0	-100.000E-9
38.2500E+0	-383.933E-9	39.0000E+0	-99.4000E+0	-100.000E-9
38.2500E+0	-384.203E-9	47.0000E+0	-99.4000E+0	-100.000E-9
38.0000E+0	-385.353E-9	50.0000E+0	-99.4000E+0	-100.000E-9
38.0000E+0	-385.044E-9	56.0000E+0	-99.4000E+0	-100.000E-9
37.7500E+0	-385.713E-9	46.0000E+0	-99.4000E+0	-100.000E-9
37.7500E+0	-385.034E-9	48.0000E+0	-99.4000E+0	-100.000E-9
37.5000E+0	-384.922E-9	51.0000E+0	-99.4000E+0	-100.000E-9
37.5000E+0	-385.441E-9	55.0000E+0	-99.4000E+0	-100.000E-9
37.2500E+0	-385.165E-9	50.0000E+0	-99.4000E+0	-100.000E-9
37.2500E+0	-385.087E-9	57.0000E+0	-99.4000E+0	-100.000E-9
37.0000E+0	-385.406E-9	46.0000E+0	-99.4000E+0	-100.000E-9
37.0000E+0	-383.708E-9	51.0000E+0	-99.4000E+0	-100.000E-9
36.7500E+0	-384.587E-9	48.0000E+0	-99.4000E+0	-100.000E-9
36.7500E+0	-382.839E-9	39.0000E+0	-99.4000E+0	-100.000E-9
36.5000E+0	-383.809E-9	44.0000E+0	-99.4000E+0	-100.000E-9
36.5000E+0	-384.715E-9	50.0000E+0	-99.4000E+0	-100.000E-9
36.2500E+0	-384.402E-9	53.0000E+0	-99.4000E+0	-100.000E-9
36.2500E+0	-383.730E-9	52.0000E+0	-99.4000E+0	-100.000E-9
36.0000E+0	-384.969E-9	46.0000E+0	-99.4000E+0	-100.000E-9
36.0000E+0	-384.138E-9	46.0000E+0	-99.4000E+0	-100.000E-9
35.7500E+0	-383.240E-9	54.0000E+0	-99.4000E+0	-100.000E-9
35.7500E+0	-384.484E-9	52.0000E+0	-99.4000E+0	-100.000E-9
35.5000E+0	-383.686E-9	38.0000E+0	-99.4000E+0	-100.000E-9
35.5000E+0	-383.889E-9	38.0000E+0	-99.4000E+0	-100.000E-9
35.2500E+0	-385.053E-9	41.0000E+0	-99.4000E+0	-100.000E-9
35.2500E+0	-384.473E-9	53.0000E+0	-99.4000E+0	-100.000E-9
35.0000E+0	-382.548E-9	38.0000E+0	-99.4000E+0	-100.000E-9
35.0000E+0	-384.231E-9	39.0000E+0	-99.4000E+0	-100.000E-9
34.7500E+0	-383.661E-9	48.0000E+0	-99.4000E+0	-100.000E-9
34.7500E+0	-384.816E-9	47.0000E+0	-99.4000E+0	-100.000E-9
34.5000E+0	-384.992E-9	44.0000E+0	-99.4000E+0	-100.000E-9
34.5000E+0	-384.412E-9	29.0000E+0	-99.4000E+0	-100.000E-9
34.2500E+0	-384.650E-9	37.0000E+0	-99.4000E+0	-100.000E-9
34.2500E+0	-383.491E-9	48.0000E+0	-99.4000E+0	-100.000E-9
34.0000E+0	-383.525E-9	51.0000E+0	-99.4000E+0	-100.000E-9
34.0000E+0	-383.628E-9	31.0000E+0	-99.4000E+0	-100.000E-9
33.7500E+0	-383.333E-9	38.0000E+0	-99.4000E+0	-100.000E-9
33.7500E+0	-385.401E-9	36.0000E+0	-99.4000E+0	-100.000E-9
33.5000E+0	-385.557E-9	42.0000E+0	-99.4000E+0	-100.000E-9
33.5000E+0	-384.701E-9	31.0000E+0	-99.4000E+0	-100.000E-9
33.2500E+0	-385.107E-9	40.0000E+0	-99.4000E+0	-100.000E-9
33.2500E+0	-384.008E-9	31.0000E+0	-99.4000E+0	-100.000E-9
33.0000E+0	-384.207E-9	28.0000E+0	-99.4000E+0	-100.000E-9
33.0000E+0	-384.935E-9	33.0000E+0	-99.4000E+0	-100.000E-9
32.7500E+0	-382.686E-9	24.0000E+0	-99.4000E+0	-100.000E-9
32.7500E+0	-383.709E-9	24.0000E+0	-99.4000E+0	-100.000E-9
32.5000E+0	-383.889E-9	25.0000E+0	-99.4000E+0	-100.000E-9
32.5000E+0	-383.139E-9	19.0000E+0	-99.4000E+0	-100.000E-9
32.2500E+0	-383.979E-9	16.0000E+0	-99.4000E+0	-100.000E-9
32.2500E+0	-383.631E-9	28.0000E+0	-99.4000E+0	-100.000E-9
32.0000E+0	-384.350E-9	26.0000E+0	-99.4000E+0	-100.000E-9
32.0000E+0	-383.558E-9	25.0000E+0	-99.4000E+0	-100.000E-9
31.7500E+0	-384.214E-9	20.0000E+0	-99.4000E+0	-100.000E-9
31.7500E+0	-384.268E-9	10.0000E+0	-99.4000E+0	-100.000E-9
31.5000E+0	-384.522E-9	9.00000E+0	-99.4000E+0	-100.000E-9
31.5000E+0	-384.242E-9	13.0000E+0	-99.4000E+0	-100.000E-9
31.2500E+0	-384.079E-9	13.0000E+0	-99.4000E+0	-100.000E-9
31.2500E+0	-384.192E-9	9.00000E+0	-99.4000E+0	-100.000E-9
31.0000E+0	-383.993E-9	8.00000E+0	-99.4000E+0	-100.000E-9
31.0000E+0	-383.748E-9	9.00000E+0	-99.4000E+0	-100.000E-9
30.7500E+0	-384.311E-9	5.00000E+0	-99.4000E+0	-100.000E-9
30.7500E+0	-383.895E-9	5.00000E+0	-99.4000E+0	-100.000E-9
30.5000E+0	-383.549E-9	2.00000E+0	-99.4000E+0	-100.000E-9
30.5000E+0	-383.750E-9	5.00000E+0	-99.4000E+0	-100.000E-9
30.2500E+0	-384.254E-9	3.00000E+0	-99.4000E+0	-100.000E-9
30.2500E+0	-383.928E-9	4.00000E+0	-99.4000E+0	-100.000E-9
30.0000E+0	-382.146E-9	1.00000E+0	-99.4000E+0	-100.000E-9
30.0000E+0	-381.799E-9	1.00000E+0	-99.4000E+0	-100.000E-9
29.7500E+0	-379.640E-9	0.00000E+0	-99.4000E+0	-100.000E-9
29.7500E+0	-380.845E-9	0.00000E+0	-99.4000E+0	-100.000E-9
29.5000E+0	-381.143E-9	2.00000E+0	-99.4000E+0	-100.000E-9
29.5000E+0	-380.540E-9	0.00000E+0	-99.4000E+0	-100.000E-9
29.2500E+0	-380.490E-9	0.00000E+0	-99.4000E+0	-100.000E-9
29.2500E+0	-381.356E-9	1.00000E+0	-99.4000E+0	-100.000E-9
29.0000E+0	-381.236E-9	0.00000E+0	-99.4000E+0	-100.000E-9
29.0000E+0	-380.459E-9	1.00000E+0	-99.4000E+0	-100.000E-9
28.7500E+0	-381.355E-9	0.00000E+0	-99.4000E+0	-100.000E-9
28.7500E+0	-381.261E-9	0.00000E+0	-99.4000E+0	-100.000E-9
28.5000E+0	-380.525E-9	0.00000E+0	-99.4000E+0	-100.000E-9
28.5000E+0	-381.587E-9	0.00000E+0	-99.4000E+0	-100.000E-9
28.2500E+0	-381.033E-9	0.00000E+0	-99.4000E+0	-100.000E-9
28.2500E+0	-381.292E-9	0.00000E+0	-99.4000E+0	-100.000E-9
28.0000E+0	-380.858E-9	0.00000E+0	-99.4000E+0	-100.000E-9
28.0000E+0	-380.842E-9	0.00000E+0	-99.4000E+0	-100.000E-9
