Experiment	LongTerm Data	
Date	05.01.2016 16:35:53	
User		
Base Timestamp	2016-01-05 15:36:27.26	

[DATA]
Rel. Time (s)	Z (m)
1.77500E+3	22.0000E-9
1.77600E+3	21.9872E-9
1.77700E+3	21.9617E-9
1.77801E+3	21.9730E-9
1.77900E+3	21.9749E-9
1.78000E+3	21.9734E-9
1.78100E+3	21.9737E-9
1.78200E+3	21.9753E-9
1.78300E+3	21.9589E-9
1.78400E+3	21.9436E-9
1.78500E+3	21.9314E-9
1.78600E+3	21.9049E-9
1.78701E+3	21.9203E-9
1.78800E+3	21.9361E-9
1.78901E+3	21.9410E-9
1.79000E+3	21.9353E-9
1.79101E+3	21.9364E-9
1.79200E+3	21.9241E-9
1.79300E+3	21.9066E-9
1.79400E+3	21.8726E-9
1.79500E+3	21.8579E-9
1.79600E+3	21.8461E-9
1.79700E+3	21.8525E-9
1.79800E+3	21.8662E-9
1.79900E+3	21.8678E-9
1.80000E+3	21.8618E-9
1.80100E+3	21.8242E-9
1.80200E+3	21.8102E-9
1.80300E+3	21.8018E-9
1.80400E+3	21.7901E-9
1.80500E+3	21.7792E-9
1.80600E+3	21.7697E-9
1.80700E+3	21.7647E-9
1.80800E+3	21.7656E-9
1.80900E+3	21.7530E-9
1.81000E+3	21.7479E-9
1.81100E+3	21.7380E-9
1.81200E+3	21.7666E-9
1.81300E+3	21.7272E-9
1.81400E+3	21.7238E-9
1.81500E+3	21.7377E-9
1.81600E+3	21.7232E-9
1.81700E+3	21.7060E-9
1.81800E+3	21.6790E-9
1.81900E+3	21.6832E-9
1.82000E+3	21.6692E-9
1.82100E+3	21.6605E-9
1.82200E+3	21.6785E-9
1.82300E+3	21.6840E-9
1.82400E+3	21.6876E-9
1.82500E+3	21.6707E-9
1.82600E+3	21.6466E-9
1.82700E+3	21.6219E-9
1.82800E+3	21.6278E-9
1.82900E+3	21.6117E-9
1.83000E+3	21.6170E-9
1.83100E+3	21.6380E-9
1.83200E+3	21.6382E-9
1.83300E+3	21.6298E-9
1.83400E+3	21.6205E-9
1.83500E+3	21.5961E-9
1.83600E+3	21.6030E-9
1.83700E+3	21.6314E-9
1.83800E+3	21.6338E-9
1.83900E+3	21.5672E-9
1.84000E+3	21.5849E-9
1.84100E+3	21.5675E-9
1.84200E+3	21.5614E-9
1.84300E+3	21.5468E-9
1.84400E+3	21.5514E-9
1.84500E+3	21.5514E-9
1.84600E+3	21.5572E-9
1.84700E+3	21.5391E-9
1.84800E+3	21.5257E-9
1.84900E+3	21.5091E-9
1.85000E+3	21.5005E-9
1.85100E+3	21.4813E-9
1.85200E+3	21.4910E-9
1.85300E+3	21.4935E-9
1.85400E+3	21.4917E-9
1.85500E+3	21.4768E-9
1.85600E+3	21.4703E-9
1.85700E+3	21.4649E-9
1.85800E+3	21.4796E-9
1.85900E+3	21.4896E-9
1.86000E+3	21.4618E-9
1.86100E+3	21.4331E-9
1.86200E+3	21.3975E-9
1.86300E+3	21.3802E-9
1.86400E+3	21.3856E-9
1.86500E+3	21.4107E-9
1.86600E+3	21.4450E-9
1.86700E+3	21.4791E-9
1.86800E+3	21.4799E-9
1.86900E+3	21.4722E-9
1.87000E+3	21.3992E-9
1.87101E+3	21.3316E-9
1.87200E+3	21.2998E-9
1.87300E+3	21.2929E-9
1.87400E+3	21.2994E-9
1.87500E+3	21.3529E-9
1.87600E+3	21.3846E-9
1.87700E+3	21.3983E-9
1.87800E+3	21.3659E-9
1.87900E+3	21.3189E-9
1.88000E+3	21.2563E-9
1.88100E+3	21.2388E-9
1.88200E+3	21.2332E-9
1.88300E+3	21.2620E-9
1.88400E+3	21.3020E-9
1.88500E+3	21.3367E-9
1.88600E+3	21.3343E-9
1.88700E+3	21.2861E-9
1.88800E+3	21.2383E-9
1.88900E+3	21.1953E-9
1.89000E+3	21.1824E-9
1.89100E+3	21.1873E-9
1.89200E+3	21.2224E-9
1.89300E+3	21.2566E-9
1.89400E+3	21.2906E-9
1.89500E+3	21.2622E-9
1.89600E+3	21.2157E-9
1.89700E+3	21.1737E-9
1.89800E+3	21.1319E-9
1.89900E+3	21.1310E-9
1.90000E+3	21.1551E-9
1.90100E+3	21.1848E-9
1.90200E+3	21.2181E-9
1.90300E+3	21.2413E-9
1.90400E+3	21.1949E-9
1.90500E+3	21.1500E-9
1.90600E+3	21.1033E-9
1.90700E+3	21.0735E-9
1.90800E+3	21.0787E-9
1.90900E+3	21.1117E-9
1.91000E+3	21.1481E-9
1.91100E+3	21.1861E-9
1.91200E+3	21.1785E-9
1.91300E+3	21.1348E-9
1.91400E+3	21.0828E-9
1.91500E+3	21.0301E-9
1.91600E+3	21.0085E-9
1.91700E+3	21.0297E-9
1.91800E+3	21.0654E-9
1.91900E+3	21.1091E-9
1.92000E+3	21.1416E-9
1.92100E+3	21.1055E-9
1.92200E+3	21.0542E-9
1.92300E+3	20.9979E-9
1.92400E+3	20.9483E-9
1.92500E+3	20.9454E-9
1.92600E+3	20.9790E-9
1.92700E+3	21.0264E-9
1.92800E+3	21.0705E-9
1.92900E+3	21.0758E-9
1.93000E+3	21.0356E-9
1.93100E+3	20.9655E-9
1.93200E+3	20.9143E-9
1.93300E+3	20.8668E-9
1.93400E+3	20.8909E-9
1.93500E+3	20.9317E-9
1.93600E+3	20.9868E-9
1.93700E+3	21.0142E-9
1.93800E+3	21.0021E-9
1.93900E+3	20.9563E-9
1.94000E+3	20.8738E-9
1.94100E+3	20.8218E-9
1.94200E+3	20.7972E-9
1.94300E+3	20.8275E-9
1.94400E+3	20.8822E-9
1.94500E+3	20.9451E-9
1.94600E+3	20.9494E-9
1.94700E+3	20.9351E-9
1.94800E+3	20.8598E-9
1.94900E+3	20.7817E-9
1.95000E+3	20.7375E-9
1.95100E+3	20.7358E-9
1.95201E+3	20.7643E-9
1.95300E+3	20.8396E-9
1.95400E+3	20.8827E-9
1.95500E+3	20.8765E-9
1.95600E+3	20.8502E-9
1.95700E+3	20.7560E-9
1.95800E+3	20.6868E-9
1.95900E+3	20.6639E-9
1.96000E+3	20.6697E-9
1.96100E+3	20.7266E-9
1.96200E+3	20.8051E-9
1.96300E+3	20.8200E-9
1.96400E+3	20.8129E-9
1.96500E+3	20.7589E-9
1.96600E+3	20.6642E-9
1.96700E+3	20.6045E-9
1.96800E+3	20.6013E-9
1.96900E+3	20.6226E-9
1.97000E+3	20.6981E-9
1.97100E+3	20.7582E-9
1.97200E+3	20.7626E-9
1.97300E+3	20.7372E-9
1.97400E+3	20.6622E-9
1.97500E+3	20.5704E-9
1.97600E+3	20.5329E-9
1.97700E+3	20.5283E-9
1.97800E+3	20.5787E-9
1.97900E+3	20.6578E-9
1.98000E+3	20.5190E-9
1.98100E+3	20.6946E-9
1.98200E+3	20.4967E-9
1.98300E+3	20.5663E-9
1.98400E+3	20.6396E-9
1.98500E+3	20.6723E-9
1.98600E+3	20.6600E-9
1.98700E+3	20.6048E-9
1.98800E+3	20.5153E-9
1.98900E+3	20.4451E-9
1.99000E+3	20.4329E-9
1.99100E+3	20.4544E-9
1.99200E+3	20.5336E-9
1.99300E+3	20.5881E-9
1.99400E+3	20.6174E-9
1.99500E+3	20.5796E-9
1.99600E+3	20.5219E-9
1.99700E+3	20.4305E-9
1.99800E+3	20.3825E-9
1.99900E+3	20.3750E-9
2.00000E+3	20.4226E-9
2.00100E+3	20.5000E-9
2.00200E+3	20.5328E-9
2.00300E+3	20.5454E-9
2.00400E+3	20.4950E-9
2.00500E+3	20.4236E-9
2.00600E+3	20.3486E-9
2.00700E+3	20.3141E-9
2.00800E+3	20.3373E-9
2.00900E+3	20.3935E-9
2.01000E+3	20.4454E-9
2.01100E+3	20.4796E-9
2.01200E+3	20.4655E-9
2.01300E+3	20.4162E-9
2.01400E+3	20.3341E-9
2.01500E+3	20.2808E-9
2.01600E+3	20.2599E-9
2.01700E+3	20.2980E-9
2.01800E+3	20.3614E-9
2.01900E+3	20.3956E-9
2.02000E+3	20.4126E-9
2.02100E+3	20.3788E-9
2.02200E+3	20.3287E-9
2.02300E+3	20.2611E-9
2.02400E+3	20.2121E-9
2.02500E+3	20.2236E-9
2.02600E+3	20.2624E-9
2.02700E+3	20.3078E-9
2.02800E+3	20.3432E-9
2.02900E+3	20.3384E-9
2.03000E+3	20.2952E-9
2.03100E+3	20.2437E-9
2.03200E+3	20.1929E-9
2.03300E+3	20.1521E-9
2.03400E+3	20.1855E-9
2.03500E+3	20.2225E-9
2.03600E+3	20.2613E-9
2.03700E+3	20.2800E-9
2.03800E+3	20.2702E-9
2.03900E+3	20.2231E-9
2.04000E+3	20.1686E-9
2.04100E+3	20.1188E-9
2.04200E+3	20.1064E-9
2.04300E+3	20.1422E-9
2.04400E+3	20.1829E-9
2.04501E+3	20.2245E-9
2.04600E+3	20.2191E-9
2.04701E+3	20.2016E-9
2.04800E+3	20.1426E-9
2.04900E+3	20.0927E-9
2.05000E+3	20.0543E-9
2.05100E+3	20.0692E-9
2.05200E+3	20.1012E-9
2.05300E+3	20.1551E-9
2.05400E+3	20.1766E-9
2.05500E+3	20.1656E-9
2.05600E+3	20.1395E-9
2.05700E+3	20.0643E-9
2.05800E+3	20.0145E-9
2.05900E+3	19.9945E-9
2.06000E+3	20.0118E-9
2.06100E+3	20.0524E-9
2.06200E+3	20.1144E-9
2.06300E+3	20.1146E-9
2.06400E+3	20.1097E-9
2.06500E+3	20.0599E-9
2.06600E+3	19.9821E-9
2.06700E+3	19.9407E-9
2.06800E+3	19.9353E-9
2.06900E+3	19.9598E-9
2.07000E+3	20.0257E-9
2.07100E+3	20.0582E-9
2.07200E+3	20.0500E-9
2.07300E+3	20.0455E-9
2.07400E+3	19.9613E-9
2.07500E+3	19.8960E-9
2.07600E+3	19.8772E-9
2.07700E+3	19.8724E-9
2.07800E+3	19.9141E-9
2.07900E+3	19.9931E-9
2.08000E+3	20.0019E-9
2.08100E+3	19.9957E-9
2.08200E+3	19.9643E-9
2.08300E+3	19.8750E-9
2.08400E+3	19.8257E-9
2.08500E+3	19.8229E-9
2.08600E+3	19.8253E-9
2.08700E+3	19.8924E-9
2.08800E+3	19.9497E-9
2.08900E+3	19.9434E-9
2.09000E+3	19.9359E-9
2.09100E+3	19.8830E-9
2.09200E+3	19.7935E-9
2.09300E+3	19.7723E-9
2.09400E+3	19.7673E-9
2.09500E+3	19.7880E-9
2.09600E+3	19.8663E-9
2.09700E+3	19.8967E-9
2.09800E+3	19.8900E-9
2.09900E+3	19.8687E-9
2.10000E+3	19.7930E-9
2.10100E+3	19.7759E-9
2.10200E+3	19.7150E-9
2.10300E+3	19.7079E-9
2.10400E+3	19.6996E-9
2.10500E+3	19.7536E-9
2.10600E+3	19.8158E-9
2.10700E+3	19.8271E-9
2.10800E+3	19.8169E-9
2.10900E+3	19.7762E-9
2.11000E+3	19.6822E-9
2.11100E+3	19.6428E-9
2.11200E+3	19.6355E-9
2.11300E+3	19.6446E-9
2.11400E+3	19.7145E-9
2.11500E+3	19.7616E-9
2.11600E+3	19.7561E-9
2.11700E+3	19.7466E-9
2.11800E+3	19.6747E-9
2.11900E+3	19.5978E-9
2.12000E+3	19.5754E-9
2.12100E+3	19.5693E-9
2.12200E+3	19.6007E-9
2.12300E+3	19.6788E-9
2.12400E+3	19.6973E-9
2.12500E+3	19.6889E-9
2.12600E+3	19.6714E-9
2.12700E+3	19.5791E-9
2.12800E+3	19.5253E-9
2.12900E+3	19.5139E-9
2.13000E+3	19.5209E-9
2.13100E+3	19.5608E-9
2.13200E+3	19.6288E-9
2.13300E+3	19.6240E-9
2.13400E+3	19.6168E-9
2.13500E+3	19.5704E-9
2.13600E+3	19.5080E-9
2.13700E+3	19.4594E-9
2.13800E+3	19.4515E-9
2.13900E+3	19.4809E-9
2.14000E+3	19.5350E-9
2.14100E+3	19.5663E-9
2.14200E+3	19.5598E-9
2.14300E+3	19.5454E-9
2.14400E+3	19.4761E-9
2.14500E+3	19.4247E-9
2.14600E+3	19.3868E-9
2.14700E+3	19.4032E-9
2.14800E+3	19.4335E-9
2.14900E+3	19.4844E-9
2.15000E+3	19.5034E-9
2.15100E+3	19.4964E-9
2.15200E+3	19.4595E-9
2.15300E+3	19.4057E-9
2.15400E+3	19.3551E-9
2.15500E+3	19.3214E-9
2.15600E+3	19.3512E-9
2.15700E+3	19.3870E-9
2.15800E+3	19.4268E-9
2.15900E+3	19.4384E-9
2.16000E+3	19.4311E-9
2.16100E+3	19.3770E-9
2.16200E+3	19.3199E-9
2.16300E+3	19.2739E-9
2.16400E+3	19.2704E-9
2.16500E+3	19.2996E-9
2.16600E+3	19.3454E-9
2.16700E+3	19.3812E-9
2.16800E+3	19.3845E-9
2.16900E+3	19.3467E-9
2.17000E+3	19.2949E-9
2.17100E+3	19.2313E-9
2.17200E+3	19.1826E-9
2.17300E+3	19.2079E-9
2.17400E+3	19.2538E-9
2.17500E+3	19.2990E-9
2.17600E+3	19.3362E-9
2.17700E+3	19.3294E-9
2.17800E+3	19.2705E-9
2.17900E+3	19.2013E-9
2.18000E+3	19.1447E-9
2.18100E+3	19.1188E-9
2.18200E+3	19.1520E-9
2.18300E+3	19.2188E-9
2.18400E+3	19.2568E-9
2.18500E+3	19.2882E-9
2.18600E+3	19.2497E-9
2.18700E+3	19.1991E-9
2.18800E+3	19.1117E-9
2.18900E+3	19.0665E-9
2.19000E+3	19.0650E-9
2.19100E+3	19.1102E-9
2.19200E+3	19.1814E-9
2.19300E+3	19.2180E-9
2.19400E+3	19.2287E-9
2.19500E+3	19.1876E-9
2.19600E+3	19.1167E-9
2.19700E+3	19.0347E-9
2.19800E+3	19.0180E-9
2.19900E+3	19.0207E-9
2.20000E+3	19.0877E-9
2.20100E+3	19.1564E-9
2.20200E+3	19.1888E-9
2.20300E+3	19.1742E-9
2.20400E+3	19.1218E-9
2.20500E+3	19.0299E-9
2.20600E+3	18.9663E-9
2.20700E+3	18.9595E-9
2.20800E+3	18.9810E-9
2.20901E+3	19.0587E-9
2.21000E+3	19.1179E-9
2.21100E+3	19.1232E-9
2.21200E+3	19.1038E-9
2.21300E+3	19.0281E-9
2.21400E+3	18.9394E-9
2.21500E+3	18.9125E-9
2.21600E+3	18.9088E-9
2.21700E+3	18.9522E-9
2.21800E+3	19.0340E-9
2.21900E+3	19.0717E-9
2.22000E+3	19.0651E-9
2.22100E+3	19.0304E-9
2.22200E+3	18.9390E-9
2.22300E+3	18.8751E-9
2.22400E+3	18.8549E-9
2.22500E+3	18.8729E-9
2.22600E+3	18.9304E-9
2.22700E+3	19.0064E-9
2.22800E+3	19.0213E-9
2.22900E+3	19.0126E-9
2.23000E+3	18.9475E-9
2.23100E+3	18.8656E-9
2.23200E+3	18.8177E-9
2.23300E+3	18.8065E-9
2.23400E+3	18.8433E-9
2.23500E+3	18.9042E-9
2.23600E+3	18.9586E-9
2.23700E+3	18.9649E-9
2.23800E+3	18.9337E-9
2.23900E+3	18.8577E-9
2.24000E+3	18.8009E-9
2.24100E+3	18.7538E-9
2.24200E+3	18.7734E-9
2.24300E+3	18.8099E-9
2.24400E+3	18.8710E-9
2.24500E+3	18.9053E-9
2.24600E+3	18.8989E-9
2.24700E+3	18.8536E-9
2.24800E+3	18.7876E-9
2.24900E+3	18.7352E-9
2.25000E+3	18.7060E-9
2.25100E+3	18.7341E-9
2.25200E+3	18.7739E-9
2.25300E+3	18.8135E-9
2.25400E+3	18.8454E-9
2.25500E+3	18.8116E-9
2.25600E+3	18.7580E-9
2.25700E+3	18.7060E-9
2.25800E+3	18.6562E-9
2.25900E+3	18.6487E-9
2.26000E+3	18.6844E-9
2.26100E+3	18.7231E-9
2.26200E+3	18.7593E-9
2.26300E+3	18.7720E-9
2.26400E+3	18.7201E-9
2.26500E+3	18.6701E-9
2.26600E+3	18.6175E-9
2.26700E+3	18.5854E-9
2.26800E+3	18.5917E-9
2.26900E+3	18.6286E-9
2.27000E+3	18.6654E-9
2.27100E+3	18.7012E-9
2.27200E+3	18.6902E-9
2.27300E+3	18.6401E-9
2.27400E+3	18.5849E-9
2.27500E+3	18.5368E-9
2.27600E+3	18.5268E-9
2.27700E+3	18.5393E-9
2.27800E+3	18.5919E-9
2.27900E+3	18.6293E-9
2.28000E+3	18.6530E-9
2.28100E+3	18.6243E-9
2.28200E+3	18.5747E-9
2.28300E+3	18.5039E-9
2.28400E+3	18.4828E-9
2.28500E+3	18.4728E-9
2.28600E+3	18.4913E-9
2.28701E+3	18.5537E-9
2.28800E+3	18.5899E-9
2.28900E+3	18.5862E-9
2.29000E+3	18.5574E-9
2.29100E+3	18.4934E-9
2.29200E+3	18.4308E-9
2.29300E+3	18.4238E-9
2.29400E+3	18.4163E-9
2.29500E+3	18.4582E-9
2.29600E+3	18.5155E-9
2.29700E+3	18.5314E-9
2.29800E+3	18.5195E-9
2.29900E+3	18.4832E-9
2.30001E+3	18.3996E-9
2.30100E+3	18.3694E-9
2.30200E+3	18.3628E-9
2.30300E+3	18.3676E-9
2.30400E+3	18.4357E-9
2.30500E+3	18.4890E-9
2.30600E+3	18.4828E-9
2.30700E+3	18.4771E-9
2.30800E+3	18.4151E-9
2.30900E+3	18.3377E-9
2.31000E+3	18.3163E-9
2.31100E+3	18.3072E-9
2.31200E+3	18.3387E-9
2.31301E+3	18.4167E-9
2.31400E+3	18.4381E-9
2.31500E+3	18.4325E-9
2.31600E+3	18.4158E-9
2.31700E+3	18.3264E-9
2.31800E+3	18.2666E-9
2.31900E+3	18.2491E-9
2.32000E+3	18.2572E-9
2.32100E+3	18.3118E-9
2.32200E+3	18.3799E-9
2.32300E+3	18.3816E-9
2.32400E+3	18.3753E-9
2.32500E+3	18.3321E-9
2.32601E+3	18.2452E-9
2.32700E+3	18.1967E-9
2.32800E+3	18.1907E-9
2.32900E+3	18.2224E-9
2.33000E+3	18.1957E-9
2.33100E+3	18.2955E-9
2.33200E+3	18.3296E-9
2.33300E+3	18.3239E-9
2.33400E+3	18.3033E-9
2.33500E+3	18.2298E-9
2.33600E+3	18.1570E-9
2.33700E+3	18.1257E-9
2.33800E+3	18.1324E-9
2.33900E+3	18.1752E-9
2.34000E+3	18.2499E-9
2.34100E+3	18.2605E-9
2.34200E+3	18.2516E-9
2.34300E+3	18.2211E-9
2.34400E+3	18.1277E-9
2.34500E+3	18.0770E-9
2.34600E+3	18.0640E-9
2.34700E+3	18.0839E-9
2.34800E+3	18.1416E-9
2.34900E+3	18.2016E-9
2.35000E+3	18.1943E-9
2.35100E+3	18.1883E-9
2.35200E+3	18.1261E-9
2.35300E+3	18.0477E-9
2.35400E+3	18.0140E-9
2.35500E+3	18.0061E-9
2.35600E+3	18.0368E-9
2.35700E+3	18.1092E-9
2.35800E+3	18.1368E-9
2.35900E+3	18.1312E-9
2.36000E+3	18.1182E-9
2.36100E+3	18.0316E-9
2.36200E+3	17.9738E-9
2.36300E+3	17.9601E-9
2.36400E+3	17.9572E-9
2.36500E+3	18.0030E-9
2.36600E+3	18.0759E-9
2.36700E+3	18.0750E-9
2.36800E+3	18.0698E-9
2.36900E+3	18.0335E-9
2.37000E+3	17.9431E-9
2.37100E+3	17.9019E-9
2.37200E+3	17.8962E-9
2.37300E+3	17.8975E-9
2.37400E+3	17.9665E-9
2.37500E+3	18.0122E-9
2.37600E+3	18.0056E-9
2.37700E+3	17.9978E-9
2.37800E+3	17.9365E-9
2.37901E+3	17.8533E-9
2.38000E+3	17.8428E-9
2.38100E+3	17.8356E-9
2.38200E+3	17.8568E-9
2.38300E+3	17.9264E-9
2.38400E+3	17.9548E-9
2.38500E+3	17.9478E-9
2.38600E+3	17.9198E-9
2.38700E+3	17.8482E-9
2.38800E+3	17.7925E-9
2.38900E+3	17.7846E-9
2.39000E+3	17.7779E-9
2.39100E+3	17.8244E-9
2.39201E+3	17.8777E-9
2.39300E+3	17.8944E-9
2.39400E+3	17.8883E-9
2.39500E+3	17.8362E-9
2.39600E+3	17.7604E-9
2.39701E+3	17.7221E-9
2.39800E+3	17.7155E-9
2.39900E+3	17.7172E-9
2.40000E+3	17.7844E-9
2.40100E+3	17.8221E-9
2.40200E+3	17.8287E-9
2.40300E+3	17.7941E-9
2.40400E+3	17.7427E-9
2.40501E+3	17.6782E-9
2.40600E+3	17.6567E-9
2.40700E+3	17.6519E-9
2.40800E+3	17.6861E-9
2.40900E+3	17.7319E-9
2.41000E+3	17.7691E-9
2.41100E+3	17.7621E-9
2.41200E+3	17.7172E-9
2.41300E+3	17.6638E-9
2.41400E+3	17.6125E-9
2.41500E+3	17.5997E-9
2.41600E+3	17.6122E-9
2.41700E+3	17.6554E-9
2.41800E+3	17.6859E-9
2.41900E+3	17.7223E-9
2.42000E+3	17.6894E-9
2.42100E+3	17.6407E-9
2.42200E+3	17.5895E-9
2.42300E+3	17.5438E-9
2.42400E+3	17.5372E-9
2.42500E+3	17.5677E-9
2.42600E+3	17.6028E-9
2.42700E+3	17.6409E-9
2.42800E+3	17.6599E-9
2.42900E+3	17.6135E-9
2.43000E+3	17.5591E-9
2.43100E+3	17.5082E-9
2.43200E+3	17.4672E-9
2.43300E+3	17.4877E-9
2.43400E+3	17.5281E-9
2.43500E+3	17.5677E-9
2.43600E+3	17.6089E-9
2.43700E+3	17.6016E-9
2.43800E+3	17.5528E-9
2.43900E+3	17.5030E-9
2.44000E+3	17.4525E-9
2.44100E+3	17.4260E-9
2.44200E+3	17.4613E-9
2.44300E+3	17.4977E-9
2.44400E+3	17.5389E-9
2.44500E+3	17.5679E-9
2.44600E+3	17.5360E-9
2.44700E+3	17.4840E-9
2.44800E+3	17.4299E-9
2.44900E+3	17.3800E-9
2.45000E+3	17.3797E-9
2.45100E+3	17.4159E-9
2.45200E+3	17.4634E-9
2.45300E+3	17.5036E-9
2.45400E+3	17.5125E-9
2.45500E+3	17.4692E-9
2.45600E+3	17.3992E-9
2.45700E+3	17.3448E-9
2.45800E+3	17.2970E-9
2.45900E+3	17.3252E-9
2.46000E+3	17.3607E-9
2.46100E+3	17.4296E-9
2.46200E+3	17.4529E-9
2.46300E+3	17.4397E-9
2.46400E+3	17.3842E-9
2.46500E+3	17.2996E-9
2.46600E+3	17.2539E-9
2.46700E+3	17.2322E-9
2.46800E+3	17.2644E-9
2.46900E+3	17.3223E-9
2.47000E+3	17.3804E-9
2.47100E+3	17.3915E-9
2.47200E+3	17.3754E-9
2.47300E+3	17.2940E-9
2.47400E+3	17.2175E-9
2.47501E+3	17.1703E-9
2.47600E+3	17.1736E-9
2.47700E+3	17.2112E-9
2.47800E+3	17.2822E-9
2.47900E+3	17.3266E-9
2.48000E+3	17.3190E-9
2.48100E+3	17.2888E-9
2.48200E+3	17.1937E-9
2.48300E+3	17.1257E-9
2.48400E+3	17.1066E-9
2.48500E+3	17.1159E-9
2.48600E+3	17.1759E-9
2.48700E+3	17.2513E-9
2.48800E+3	17.2663E-9
2.48900E+3	17.2573E-9
2.49000E+3	17.1881E-9
2.49100E+3	17.0955E-9
2.49201E+3	17.0420E-9
2.49300E+3	17.0360E-9
2.49400E+3	17.0558E-9
2.49500E+3	17.1336E-9
2.49600E+3	17.1905E-9
2.49700E+3	17.1934E-9
2.49800E+3	17.1680E-9
2.49900E+3	17.0938E-9
2.50000E+3	17.0014E-9
2.50100E+3	16.9810E-9
2.50200E+3	16.9735E-9
2.50300E+3	17.0230E-9
2.50400E+3	17.0977E-9
2.50500E+3	17.1317E-9
2.50600E+3	17.1266E-9
2.50700E+3	17.0796E-9
2.50800E+3	17.0005E-9
2.50900E+3	16.9273E-9
2.51000E+3	16.9140E-9
2.51100E+3	16.9201E-9
2.51200E+3	16.9903E-9
2.51300E+3	17.0420E-9
2.51400E+3	17.0717E-9
2.51500E+3	17.0423E-9
2.51600E+3	16.9902E-9
2.51700E+3	16.9032E-9
2.51800E+3	16.8565E-9
2.51900E+3	16.8481E-9
2.52000E+3	16.8824E-9
2.52100E+3	16.9505E-9
2.52200E+3	16.9863E-9
2.52300E+3	17.0079E-9
2.52400E+3	16.9586E-9
2.52500E+3	16.9034E-9
2.52600E+3	16.8380E-9
2.52700E+3	16.7966E-9
2.52800E+3	16.8117E-9
2.52900E+3	16.8555E-9
2.53000E+3	16.9055E-9
2.53100E+3	16.9360E-9
2.53200E+3	16.9263E-9
2.53300E+3	16.8820E-9
2.53400E+3	16.8208E-9
2.53500E+3	16.7667E-9
2.53600E+3	16.7370E-9
2.53700E+3	16.7725E-9
2.53800E+3	16.8234E-9
2.53900E+3	16.8596E-9
2.54000E+3	16.8772E-9
2.54100E+3	16.8557E-9
2.54200E+3	16.8043E-9
2.54300E+3	16.7488E-9
2.54400E+3	16.6990E-9
2.54500E+3	16.6974E-9
2.54600E+3	16.7350E-9
2.54700E+3	16.7773E-9
2.54800E+3	16.8131E-9
2.54900E+3	16.8065E-9
2.55000E+3	16.7758E-9
2.55100E+3	16.7224E-9
2.55200E+3	16.6763E-9
2.55300E+3	16.6334E-9
2.55400E+3	16.6554E-9
2.55500E+3	16.6880E-9
2.55600E+3	16.7326E-9
2.55700E+3	16.7514E-9
2.55800E+3	16.7449E-9
2.55900E+3	16.7064E-9
2.56000E+3	16.6951E-9
2.56100E+3	16.6333E-9
2.56200E+3	16.5857E-9
2.56300E+3	16.5706E-9
2.56400E+3	16.6062E-9
2.56501E+3	16.6465E-9
2.56600E+3	16.6842E-9
2.56700E+3	16.6866E-9
2.56800E+3	16.6656E-9
2.56900E+3	16.6115E-9
2.57000E+3	16.5630E-9
2.57100E+3	16.5137E-9
2.57200E+3	16.5228E-9
2.57300E+3	16.5608E-9
2.57400E+3	16.6026E-9
2.57500E+3	16.6347E-9
2.57600E+3	16.6318E-9
2.57700E+3	16.5806E-9
2.57800E+3	16.5255E-9
2.57900E+3	16.4720E-9
2.58000E+3	16.4350E-9
2.58100E+3	16.4675E-9
2.58200E+3	16.5158E-9
2.58300E+3	16.5587E-9
2.58400E+3	16.5904E-9
2.58500E+3	16.5661E-9
2.58600E+3	16.5165E-9
2.58700E+3	16.4473E-9
2.58800E+3	16.3993E-9
2.58900E+3	16.3889E-9
2.59000E+3	16.4269E-9
2.59100E+3	16.4849E-9
2.59200E+3	16.5219E-9
2.59300E+3	16.5453E-9
2.59400E+3	16.4967E-9
2.59500E+3	16.4427E-9
2.59600E+3	16.3669E-9
2.59700E+3	16.3351E-9
2.59800E+3	16.3405E-9
2.59900E+3	16.3923E-9
2.60000E+3	16.4554E-9
2.60100E+3	16.4921E-9
2.60200E+3	16.4870E-9
2.60300E+3	16.4385E-9
2.60400E+3	16.3613E-9
2.60500E+3	16.2953E-9
2.60600E+3	16.2867E-9
2.60700E+3	16.2928E-9
2.60800E+3	16.3691E-9
2.60900E+3	16.4252E-9
2.61000E+3	16.4441E-9
2.61100E+3	16.4252E-9
2.61200E+3	16.3648E-9
2.61300E+3	16.2731E-9
2.61400E+3	16.2423E-9
2.61500E+3	16.2356E-9
2.61600E+3	16.2699E-9
2.61700E+3	16.3498E-9
2.61800E+3	16.3943E-9
2.61900E+3	16.3937E-9
2.62000E+3	16.3684E-9
2.62100E+3	16.2810E-9
2.62200E+3	16.2025E-9
2.62300E+3	16.1809E-9
2.62400E+3	16.1873E-9
2.62500E+3	16.2438E-9
2.62600E+3	16.3230E-9
2.62700E+3	16.3487E-9
2.62800E+3	16.3402E-9
2.62900E+3	16.2882E-9
2.63000E+3	16.1935E-9
2.63100E+3	16.1415E-9
2.63200E+3	16.1244E-9
2.63300E+3	16.1531E-9
2.63400E+3	16.2197E-9
2.63500E+3	16.2890E-9
2.63600E+3	16.2940E-9
2.63700E+3	16.2777E-9
2.63800E+3	16.1985E-9
2.63900E+3	16.1266E-9
2.64000E+3	16.0796E-9
2.64100E+3	16.0860E-9
2.64200E+3	16.1320E-9
2.64300E+3	16.1991E-9
2.64400E+3	16.2478E-9
