Experiment	LongTerm Data	
Date	05.01.2016 16:35:53	
User		
Base Timestamp	2016-01-05 15:36:27.26	

[DATA]
Rel. Time (s)	Z (m)
3.51500E+3	10.3719E-9
3.51600E+3	10.3662E-9
3.51700E+3	10.3620E-9
3.51800E+3	10.3539E-9
3.51900E+3	10.3479E-9
3.52000E+3	10.3406E-9
3.52100E+3	10.3337E-9
3.52200E+3	10.3236E-9
3.52300E+3	10.3142E-9
3.52400E+3	10.3043E-9
3.52500E+3	10.2950E-9
3.52600E+3	10.2928E-9
3.52700E+3	10.2867E-9
3.52800E+3	10.2787E-9
3.52900E+3	10.2742E-9
3.53000E+3	10.2671E-9
3.53100E+3	10.2633E-9
3.53200E+3	10.2549E-9
3.53300E+3	10.2488E-9
3.53400E+3	10.2416E-9
3.53500E+3	10.2346E-9
3.53600E+3	10.2305E-9
3.53700E+3	10.2246E-9
3.53800E+3	10.2186E-9
3.53900E+3	10.2138E-9
3.54000E+3	10.2077E-9
3.54100E+3	10.2024E-9
3.54200E+3	10.1978E-9
3.54300E+3	10.1910E-9
3.54400E+3	10.1854E-9
3.54500E+3	10.1785E-9
3.54600E+3	10.1720E-9
3.54700E+3	10.1668E-9
3.54800E+3	10.1587E-9
3.54900E+3	10.1538E-9
3.55000E+3	10.1462E-9
3.55100E+3	10.1407E-9
3.55200E+3	10.1374E-9
3.55300E+3	10.1302E-9
3.55400E+3	10.1238E-9
3.55500E+3	10.1174E-9
3.55600E+3	10.1099E-9
3.55700E+3	10.1027E-9
3.55800E+3	10.0950E-9
3.55900E+3	10.0887E-9
3.56000E+3	10.0813E-9
3.56100E+3	10.0737E-9
3.56200E+3	10.0661E-9
3.56300E+3	10.0587E-9
3.56400E+3	10.0513E-9
3.56500E+3	10.0452E-9
